TrainingRelease,ClassifierName,FilterName,SamplerName,SensitiveLearning,Precision,Recall,ROC_AUC,Kappa,TruePositive,FalsePositive,TrueNegative,FalseNegative
5,RandomForest,true,Under,false,0.19811320754716982,0.6774193548387096,0.7459779501837485,0.2185750144815601,21.0,85.0,310.0,10.0
5,NaiveBayes,true,Under,false,0.3333333333333333,0.16129032258064516,0.7712535728868926,0.1783992285438767,5.0,10.0,385.0,26.0
5,IBk,true,Under,false,0.152,0.6129032258064516,0.7184156798693344,0.14373317889142517,19.0,106.0,289.0,12.0
5,RandomForest,true,SMOTE,false,0.3,0.2903225806451613,0.7064516129032258,0.2407361352897287,9.0,21.0,374.0,22.0
5,NaiveBayes,true,SMOTE,false,0.27586206896551724,0.25806451612903225,0.752919559003675,0.21117751031057963,8.0,21.0,374.0,23.0
5,IBk,true,SMOTE,false,0.29411764705882354,0.3225806451612903,0.7600244997958351,0.2506449847549058,10.0,24.0,371.0,21.0
5,RandomForest,false,NotSet,true,0.18461538461538463,0.3870967741935484,0.7267864434463046,0.1680138881354092,12.0,53.0,342.0,19.0
5,NaiveBayes,false,NotSet,true,0.3888888888888889,0.22580645161290322,0.7598203348305431,0.2453689644700886,7.0,11.0,384.0,24.0
5,IBk,false,NotSet,true,0.15254237288135594,0.2903225806451613,0.7473662719477338,0.11562193645118529,9.0,50.0,345.0,22.0
5,RandomForest,true,NotSet,true,0.16923076923076924,0.3548387096774194,0.7192731727235606,0.14490316280583745,11.0,54.0,341.0,20.0
5,NaiveBayes,true,NotSet,true,0.34782608695652173,0.25806451612903225,0.7605144957125357,0.24979145425896773,8.0,15.0,380.0,23.0
5,IBk,true,NotSet,true,0.14516129032258066,0.2903225806451613,0.7451204573295223,0.1068932744451276,9.0,53.0,342.0,22.0
