TrainingRelease,ClassifierName,FilterName,SamplerName,SensitiveLearning,Precision,Recall,ROC_AUC,Kappa,TruePositive,FalsePositive,TrueNegative,FalseNegative,Npofb20
4,NaiveBayes,true,NONE,true,0.2,0.025,0.50656528189911,0.0213703591910655,1,4,333,39,0.223529411764706
4,NaiveBayes,true,NONE,false,0.25,0.025,0.880229970326409,0.0266781411359726,1,3,334,39,0.27
4,NaiveBayes,true,Oversampling,true,0.25,0.05,0.516097922848665,0.0497250229147574,2,6,331,38,0.15
4,NaiveBayes,true,Oversampling,false,0.285714285714286,0.05,0.798293768545994,0.0552479748237081,2,5,332,38,0.223529411764706
4,NaiveBayes,true,Smote,true,0.5,0.1,0.54406528189911,0.136113657195234,4,4,333,36,0.3
4,NaiveBayes,true,Smote,false,0.2,0.025,0.880007418397626,0.0213703591910655,1,4,333,39,0.5
4,NaiveBayes,true,Undersampling,true,0.444444444444444,0.1,0.542581602373887,0.12933025404157,4,5,332,36,0.1
4,NaiveBayes,true,Undersampling,false,0.375,0.075,0.801112759643917,0.0929193400549955,3,5,332,37,0.1
5,NaiveBayes,false,NONE,true,0.4,0.0384615384615385,0.515052496250268,0.0490679704893701,2,3,356,50,0.307692307692308
5,NaiveBayes,false,NONE,false,0.333333333333333,0.0192307692307692,0.784202914077566,0.0228771363208189,1,2,357,51,0.596153846153846
5,NaiveBayes,false,Oversampling,true,0.5,0.0576923076923077,0.524667880865652,0.0793486689066947,3,3,356,49,0.307692307692308
5,NaiveBayes,false,Oversampling,false,0.5,0.0384615384615385,0.783185129633598,0.054336283185841,2,2,357,50,0.576923076923077
5,NaiveBayes,false,Smote,true,0.666666666666667,0.230769230769231,0.607028069423613,0.297122462636627,12,6,353,40,0.288461538461538
5,NaiveBayes,false,Smote,false,0.615384615384615,0.153846153846154,0.866670237840154,0.205969325395261,8,5,354,44,0.596153846153846
5,NaiveBayes,false,Undersampling,true,0.347826086956522,0.307692307692308,0.61206342404114,0.235758156308108,16,30,329,36,0.173076923076923
5,NaiveBayes,false,Undersampling,false,0.3125,0.192307692307692,0.69961967002357,0.15681497627901,10,22,337,42,0.192307692307692
5,NaiveBayes,true,NONE,true,0.4,0.0384615384615385,0.515052496250268,0.0490679704893701,2,3,356,50,0.307692307692308
5,NaiveBayes,true,NONE,false,0.25,0.0192307692307692,0.858608313691879,0.0179646017699118,1,3,356,51,0.307692307692308
5,NaiveBayes,true,Oversampling,true,0.4,0.0384615384615385,0.515052496250268,0.0490679704893701,2,3,356,50,0.288461538461538
5,NaiveBayes,true,Oversampling,false,0.4,0.0384615384615385,0.851430254981787,0.0490679704893701,2,3,356,50,0.307692307692308
5,NaiveBayes,true,Smote,true,0.555555555555556,0.0961538461538462,0.542505892436255,0.131510254816657,5,4,355,47,0.346153846153846
5,NaiveBayes,true,Smote,false,0.625,0.0961538461538462,0.864313263338333,0.137569246264899,5,3,356,47,0.596153846153846
5,NaiveBayes,true,Undersampling,true,0.533333333333333,0.153846153846154,0.567173773301907,0.19309389074951,8,7,352,44,0.211538461538462
5,NaiveBayes,true,Undersampling,false,0.571428571428571,0.153846153846154,0.790309620741376,0.1994546162836,8,6,353,44,0.192307692307692
6,NaiveBayes,false,NONE,true,0.666666666666667,0.1,0.54740932642487,0.153170119271815,4,2,384,36,0.37
6,NaiveBayes,false,NONE,false,0.333333333333333,0.025,0.781897668393782,0.0338533023564555,1,2,384,39,0.45
6,NaiveBayes,false,Oversampling,true,0.625,0.125,0.558613989637306,0.182754442649435,5,3,383,35,0.35
6,NaiveBayes,false,Oversampling,false,0.571428571428571,0.1,0.720725388601036,0.14633645051896,4,3,383,36,0.47
6,NaiveBayes,false,Smote,true,0.5,0.175,0.578432642487047,0.221348930725644,7,7,379,33,0.35
6,NaiveBayes,false,Smote,false,0.555555555555556,0.125,0.799805699481865,0.175647514141114,5,4,382,35,0.47
6,NaiveBayes,false,Undersampling,true,0.5,0.05,0.52240932642487,0.0751194094659142,2,2,384,38,0.35
6,NaiveBayes,false,Undersampling,false,0.5,0.025,0.695336787564767,0.0390254906383934,1,1,385,39,0.47
6,NaiveBayes,true,NONE,true,0.666666666666667,0.1,0.54740932642487,0.153170119271815,4,2,384,36,0.4
6,NaiveBayes,true,NONE,false,0.6,0.075,0.813309585492228,0.114864144912094,3,2,384,37,0.37
6,NaiveBayes,true,Oversampling,true,0.625,0.125,0.558613989637306,0.182754442649435,5,3,383,35,0.4
6,NaiveBayes,true,Oversampling,false,0.625,0.125,0.814086787564767,0.182754442649435,5,3,383,35,0.35
6,NaiveBayes,true,Smote,true,0.6,0.15,0.569818652849741,0.210341463414635,6,4,382,34,0.32
6,NaiveBayes,true,Smote,false,0.714285714285714,0.125,0.799805699481865,0.190114068441064,5,2,384,35,0.47
6,NaiveBayes,true,Undersampling,true,0.636363636363636,0.175,0.582318652849741,0.243883718699031,7,4,382,33,0.35
6,NaiveBayes,true,Undersampling,false,0.555555555555556,0.125,0.795304404145078,0.175647514141114,5,4,382,35,0.35
1,IBK,false,NONE,true,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,IBK,false,NONE,false,NaN,0,0.658502391555336,0,0,0,141,86,0.329411764705882
1,IBK,false,Oversampling,true,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,IBK,false,Oversampling,false,NaN,0,0.562798944416955,0,0,0,141,86,0.305882352941176
1,IBK,false,Smote,true,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,IBK,false,Smote,false,NaN,0,0.658502391555336,0,0,0,141,86,0.329411764705882
1,IBK,false,Undersampling,true,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,IBK,false,Undersampling,false,NaN,0,0.658502391555336,0,0,0,141,86,0.329411764705882
1,IBK,true,NONE,true,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,IBK,true,NONE,false,NaN,0,0.501566881081973,0,0,0,141,86,0.305882352941176
1,IBK,true,Oversampling,true,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,IBK,true,Oversampling,false,NaN,0,0.580323272307439,0,0,0,141,86,0.364705882352941
1,IBK,true,Smote,true,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,IBK,true,Smote,false,NaN,0,0.501566881081973,0,0,0,141,86,0.305882352941176
1,IBK,true,Undersampling,true,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,IBK,true,Undersampling,false,NaN,0,0.501566881081973,0,0,0,141,86,0.305882352941176
2,IBK,false,NONE,true,0.142857142857143,0.0166666666666667,0.496381142098274,-0.0109016352452871,1,6,245,59,0.0338983050847458
2,IBK,false,NONE,false,0.142857142857143,0.0166666666666667,0.563545816733068,-0.0109016352452871,1,6,245,59,0.0338983050847458
2,IBK,false,Oversampling,true,0.333333333333333,0.1,0.52609561752988,0.0711376595166985,6,12,239,54,0.216666666666667
2,IBK,false,Oversampling,false,0.333333333333333,0.1,0.625099601593626,0.0711376595166985,6,12,239,54,0.166666666666667
2,IBK,false,Smote,true,0.285714285714286,0.0666666666666667,0.513413014608234,0.0378738164432361,4,10,241,56,0.0677966101694915
2,IBK,false,Smote,false,0.285714285714286,0.0666666666666667,0.631474103585657,0.0378738164432361,4,10,241,56,0.0677966101694915
2,IBK,false,Undersampling,true,0.261904761904762,0.366666666666667,0.559827357237716,0.103849700322729,22,62,189,38,0.271186440677966
2,IBK,false,Undersampling,false,0.261904761904762,0.366666666666667,0.574435590969456,0.103849700322729,22,62,189,38,0.271186440677966
2,IBK,true,NONE,true,0.125,0.0166666666666667,0.494389110225764,-0.0167426193778484,1,7,244,59,0.15
2,IBK,true,NONE,false,0.125,0.0166666666666667,0.559694555112882,-0.0167426193778484,1,7,244,59,0.133333333333333
2,IBK,true,Oversampling,true,0.31578947368421,0.1,0.52410358565737,0.0651442415541301,6,13,238,54,0.216666666666667
2,IBK,true,Oversampling,false,0.31578947368421,0.1,0.568061088977424,0.0651442415541301,6,13,238,54,0.203389830508475
2,IBK,true,Smote,true,0.176470588235294,0.05,0.497111553784861,-0.00794266672753007,3,14,237,57,0.116666666666667
2,IBK,true,Smote,false,0.176470588235294,0.05,0.560092961487384,-0.00794266672753007,3,14,237,57,0.135593220338983
2,IBK,true,Undersampling,true,0.253968253968254,0.266666666666667,0.539707835325365,0.0779330792037274,16,47,204,44,0.288135593220339
2,IBK,true,Undersampling,false,0.253968253968254,0.266666666666667,0.556308100929615,0.0779330792037274,16,47,204,44,0.288135593220339
3,IBK,false,NONE,true,0.176470588235294,0.319148936170213,0.546671242278655,0.0695047784535187,15,70,240,32,0.25531914893617
3,IBK,false,NONE,false,0.211267605633803,0.319148936170213,0.667433081674674,0.113844070856369,15,56,254,32,0.25531914893617
3,IBK,false,Oversampling,true,0.25,0.574468085106383,0.656588881262869,0.201978620277538,27,81,229,20,0.25531914893617
3,IBK,false,Oversampling,false,0.254716981132075,0.574468085106383,0.707618393960192,0.208567525807824,27,79,231,20,0.25531914893617
3,IBK,false,Smote,true,0.133333333333333,0.212765957446808,0.501544269045985,0.00246548323471413,10,65,245,37,0.234042553191489
3,IBK,false,Smote,false,0.15625,0.212765957446808,0.643891557995882,0.033441432864241,10,54,256,37,0.234042553191489
3,IBK,false,Undersampling,true,0.193103448275862,0.595744680851064,0.609162663006177,0.115853880613323,28,117,193,19,0.25531914893617
3,IBK,false,Undersampling,false,0.198581560283688,0.595744680851064,0.641455044612217,0.125097471315584,28,113,197,19,0.25531914893617
3,IBK,true,NONE,true,0.164383561643836,0.25531914893617,0.529272477693892,0.0474178664739562,12,61,249,35,0.25531914893617
3,IBK,true,NONE,false,0.203389830508475,0.25531914893617,0.665579958819492,0.0935719593757742,12,47,263,35,0.25531914893617
3,IBK,true,Oversampling,true,0.168831168831169,0.276595744680851,0.535072065888813,0.0551984877126655,13,64,246,34,0.297872340425532
3,IBK,true,Oversampling,false,0.173333333333333,0.276595744680851,0.638400823610158,0.0611439842209072,13,62,248,34,0.297872340425532
3,IBK,true,Smote,true,0.15,0.25531914893617,0.517982155113246,0.0277109389460324,12,68,242,35,0.212765957446808
3,IBK,true,Smote,false,0.17910447761194,0.25531914893617,0.651201098146877,0.0659883720930235,12,55,255,35,0.212765957446808
3,IBK,true,Undersampling,true,0.167832167832168,0.51063829787234,0.563383665065202,0.067919393983967,24,119,191,23,0.276595744680851
3,IBK,true,Undersampling,false,0.171428571428571,0.51063829787234,0.599039121482498,0.0741804884419486,24,116,194,23,0.276595744680851
4,IBK,false,NONE,true,0.164179104477612,0.275,0.554413946587537,0.0838788987678323,11,56,281,29,0.35
4,IBK,false,NONE,false,0.323529411764706,0.275,0.683086053412463,0.22138374771626,11,23,314,29,0.35
4,IBK,false,Oversampling,true,0.204545454545455,0.45,0.621142433234421,0.158482142857143,18,70,267,22,0.27
4,IBK,false,Oversampling,false,0.25,0.45,0.713204747774481,0.21423870118473,18,54,283,22,0.27
4,IBK,false,Smote,true,0.189189189189189,0.35,0.585979228486647,0.125101192724918,14,60,277,26,0.35
4,IBK,false,Smote,false,0.325581395348837,0.35,0.706157270029674,0.255502495422068,14,29,308,26,0.35
4,IBK,false,Undersampling,true,0.147826086956522,0.425,0.56709940652819,0.0734843099421144,17,98,239,23,0.333333333333333
4,IBK,false,Undersampling,false,0.182795698924731,0.425,0.649480712166172,0.12594552820777,17,76,261,23,0.333333333333333
4,IBK,true,NONE,true,0.2,0.35,0.591913946587537,0.138165597992751,14,56,281,26,0.27
4,IBK,true,NONE,false,0.368421052631579,0.35,0.714910979228487,0.285064097701586,14,24,313,26,0.3
4,IBK,true,Oversampling,true,0.173913043478261,0.4,0.587240356083086,0.110932930855579,16,76,261,24,0.27
4,IBK,true,Oversampling,false,0.210526315789474,0.4,0.669399109792285,0.158929140550302,16,60,277,24,0.27
4,IBK,true,Smote,true,0.191780821917808,0.35,0.587462908011869,0.12828813144365,14,59,278,26,0.35
4,IBK,true,Smote,false,0.333333333333333,0.35,0.707455489614243,0.261159904188139,14,28,309,26,0.35
4,IBK,true,Undersampling,true,0.151260504201681,0.45,0.575148367952522,0.080360153104734,18,101,236,22,0.435897435897436
4,IBK,true,Undersampling,false,0.185567010309278,0.45,0.655415430267062,0.132424981202579,18,79,258,22,0.435897435897436
5,IBK,false,NONE,true,0.236111111111111,0.326923076923077,0.586859867152346,0.149185757659398,17,55,304,35,0.365384615384615
5,IBK,false,NONE,false,0.571428571428571,0.307692307692308,0.740625669595029,0.341697810998398,16,12,347,36,0.403846153846154
5,IBK,false,Oversampling,true,0.202380952380952,0.326923076923077,0.570146775230341,0.111068702290076,17,67,292,35,0.384615384615385
5,IBK,false,Oversampling,false,0.265625,0.326923076923077,0.706101349903578,0.178400780107265,17,47,312,35,0.384615384615385
5,IBK,false,Smote,true,0.272727272727273,0.403846153846154,0.623928647953718,0.205594188087356,21,56,303,31,0.346153846153846
5,IBK,false,Smote,false,0.571428571428571,0.384615384615385,0.764222198414399,0.398542827785908,20,15,344,32,0.423076923076923
5,IBK,false,Undersampling,true,0.226666666666667,0.653846153846154,0.66536318834369,0.183144967518021,34,116,243,18,0.450980392156863
5,IBK,false,Undersampling,false,0.253731343283582,0.653846153846154,0.719948575101778,0.224156135018397,34,100,259,18,0.450980392156863
5,IBK,true,NONE,true,0.235294117647059,0.307692307692308,0.581422755517463,0.143912137852679,16,52,307,36,0.326923076923077
5,IBK,true,NONE,false,0.576923076923077,0.288461538461538,0.744107563745447,0.327928050691558,15,11,348,37,0.423076923076923
5,IBK,true,Oversampling,true,0.247058823529412,0.403846153846154,0.61278658667238,0.177428529294036,21,64,295,31,0.288461538461538
5,IBK,true,Oversampling,false,0.323076923076923,0.403846153846154,0.729938932933362,0.254119582839306,21,44,315,31,0.288461538461538
5,IBK,true,Smote,true,0.246575342465753,0.346153846153846,0.596475251767731,0.164538747915858,18,55,304,34,0.403846153846154
5,IBK,true,Smote,false,0.548387096774194,0.326923076923077,0.749919648596529,0.348020330862119,17,14,345,35,0.423076923076923
5,IBK,true,Undersampling,true,0.244444444444444,0.634615384615385,0.675246410970645,0.208319403982998,33,102,257,19,0.442307692307692
5,IBK,true,Undersampling,false,0.272727272727273,0.634615384615385,0.73642061281337,0.248500487021309,33,88,271,19,0.423076923076923
6,IBK,false,NONE,true,0.184615384615385,0.3,0.581347150259067,0.127093346825196,12,53,333,28,0.4
6,IBK,false,NONE,false,0.366666666666667,0.275,0.744430051813472,0.254266958424508,11,19,367,29,0.47
6,IBK,false,Oversampling,true,0.210526315789474,0.5,0.652849740932642,0.189140452815067,20,75,311,20,0.5
6,IBK,false,Oversampling,false,0.316666666666667,0.475,0.79375,0.301269841269841,19,41,345,21,0.5
6,IBK,false,Smote,true,0.208333333333333,0.375,0.613665803108808,0.16733409610984,15,57,329,25,0.37
6,IBK,false,Smote,false,0.358974358974359,0.35,0.773963730569948,0.28846531735115,14,25,361,26,0.5
6,IBK,false,Undersampling,true,0.166666666666667,0.625,0.650582901554404,0.134899912967798,25,125,261,15,0.4
6,IBK,false,Undersampling,false,0.194690265486726,0.55,0.709585492227979,0.17285973850155,22,91,295,18,0.42
6,IBK,true,NONE,true,0.229508196721311,0.35,0.614119170984456,0.184763802233524,14,47,339,26,0.3
6,IBK,true,NONE,false,0.5,0.325,0.77904792746114,0.345521585497004,13,13,373,27,0.4
6,IBK,true,Oversampling,true,0.230769230769231,0.525,0.671826424870466,0.218686889502535,21,70,316,19,0.423076923076923
6,IBK,true,Oversampling,false,0.357142857142857,0.5,0.808484455958549,0.344903339191564,20,36,350,20,0.42
6,IBK,true,Smote,true,0.234375,0.375,0.624028497409326,0.195487954267048,15,49,337,25,0.37
6,IBK,true,Smote,false,0.451612903225806,0.35,0.785524611398964,0.340272275444788,14,17,369,26,0.37
6,IBK,true,Undersampling,true,0.170068027210884,0.625,0.654468911917098,0.14049659803835,25,122,264,15,0.42
6,IBK,true,Undersampling,false,0.2,0.55,0.72020725388601,0.180471869328493,22,88,298,18,0.42
1,RandomForest,false,NONE,true,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,RandomForest,false,NONE,false,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,RandomForest,false,Oversampling,true,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,RandomForest,false,Oversampling,false,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,RandomForest,false,Smote,true,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,RandomForest,false,Smote,false,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,RandomForest,false,Undersampling,true,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,RandomForest,false,Undersampling,false,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,RandomForest,true,NONE,true,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,RandomForest,true,NONE,false,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,RandomForest,true,Oversampling,true,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,RandomForest,true,Oversampling,false,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,RandomForest,true,Smote,true,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,RandomForest,true,Smote,false,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,RandomForest,true,Undersampling,true,NaN,0,0.5,0,0,0,141,86,0.341176470588235
1,RandomForest,true,Undersampling,false,NaN,0,0.5,0,0,0,141,86,0.341176470588235
2,RandomForest,false,NONE,true,0.360655737704918,0.366666666666667,0.605644090305445,0.209956781366501,22,39,212,38,0.305084745762712
2,RandomForest,false,NONE,false,0.333333333333333,0.0166666666666667,0.648937583001328,0.0136224197993032,1,2,249,59,0.288135593220339
2,RandomForest,false,Oversampling,true,0.358208955223881,0.4,0.614342629482072,0.218965572050736,24,43,208,36,0.271186440677966
2,RandomForest,false,Oversampling,false,0.307692307692308,0.0666666666666667,0.649701195219124,0.0438915953270584,4,9,242,56,0.23728813559322
2,RandomForest,false,Smote,true,0.333333333333333,0.483333333333333,0.626128818061089,0.215381126513025,29,58,193,31,0.305084745762712
2,RandomForest,false,Smote,false,0.235294117647059,0.0666666666666667,0.638512616201859,0.0204500844478935,4,13,238,56,0.271186440677966
2,RandomForest,false,Undersampling,true,0.306306306306306,0.566666666666667,0.629946879150066,0.196382428940568,34,77,174,26,0.271186440677966
2,RandomForest,false,Undersampling,false,0.368421052631579,0.466666666666667,0.637250996015936,0.250060284543043,28,48,203,32,0.271186440677966
2,RandomForest,true,NONE,true,0.415384615384615,0.45,0.649302788844622,0.289428801287208,27,38,213,33,0.288135593220339
2,RandomForest,true,NONE,false,0.4,0.0333333333333333,0.652290836653387,0.0328320163140452,2,3,248,58,0.254237288135593
2,RandomForest,true,Oversampling,true,0.316455696202532,0.416666666666667,0.600763612217795,0.17985718095351,25,54,197,35,0.271186440677966
2,RandomForest,true,Oversampling,false,0.307692307692308,0.0666666666666667,0.647111553784861,0.0438915953270584,4,9,242,56,0.271186440677966
2,RandomForest,true,Smote,true,0.341176470588235,0.483333333333333,0.630112881806109,0.224616707264651,29,56,195,31,0.288135593220339
2,RandomForest,true,Smote,false,0.25,0.0833333333333333,0.642131474103586,0.0315836298932385,5,15,236,55,0.288135593220339
2,RandomForest,true,Undersampling,true,0.3,0.6,0.632669322709163,0.192207792207792,36,84,167,24,0.254237288135593
2,RandomForest,true,Undersampling,false,0.324675324675325,0.416666666666667,0.656440903054449,0.189108999910091,25,52,199,35,0.271186440677966
3,RandomForest,false,NONE,true,0.222929936305732,0.74468085106383,0.675566231983528,0.176201136559325,35,122,188,12,0.276595744680851
3,RandomForest,false,NONE,false,0.133333333333333,0.0851063829787234,0.700377487989019,0.00145932141554208,4,26,284,43,0.25531914893617
3,RandomForest,false,Oversampling,true,0.22093023255814,0.808510638297872,0.688126286890872,0.176795936466984,38,134,176,9,0.340425531914894
3,RandomForest,false,Oversampling,false,0.211111111111111,0.404255319148936,0.69955387783116,0.126233034191204,19,71,239,28,0.282608695652174
3,RandomForest,false,Smote,true,0.187878787878788,0.659574468085106,0.613658201784489,0.11008076577924,31,134,176,16,0.297872340425532
3,RandomForest,false,Smote,false,0.114754098360656,0.148936170212766,0.649828414550446,-0.0224239839132288,7,54,256,40,0.191489361702128
3,RandomForest,false,Undersampling,true,0.184873949579832,0.936170212765957,0.655181880576527,0.113943028485757,44,194,116,3,0.212765957446808
