TrainingRelease,ClassifierName,FilterName,SamplerName,SensitiveLearning,Precision,Recall,ROC_AUC,Kappa,TruePositive,FalsePositive,TrueNegative,FalseNegative,Npofb20
3,RandomForest,false,Undersampling,false,0.215827338129496,0.638297872340426,0.694200411805079,0.156629668516574,30,109,201,17,0.212765957446808
3,RandomForest,true,NONE,true,0.191489361702128,0.574468085106383,0.603363074811256,0.111841372396123,27,114,196,20,0.319148936170213
3,RandomForest,true,NONE,false,0.194444444444444,0.148936170212766,0.674262182566918,0.0614927420276603,7,29,281,40,0.191489361702128
3,RandomForest,true,Oversampling,true,0.228395061728395,0.787234042553192,0.692004118050789,0.188431422076282,37,125,185,10,0.319148936170213
3,RandomForest,true,Oversampling,false,0.151898734177215,0.25531914893617,0.652333562113933,0.0304079241665778,12,67,243,35,0.212765957446808
3,RandomForest,true,Smote,true,0.183006535947712,0.595744680851064,0.596259437199725,0.0983899821109123,28,125,185,19,0.260869565217391
3,RandomForest,true,Smote,false,0.125,0.148936170212766,0.630851063829787,-0.00844256831815173,7,49,261,40,0.234042553191489
3,RandomForest,true,Undersampling,true,0.181069958847737,0.936170212765957,0.647117364447495,0.106261154074955,44,199,111,3,0.212765957446808
3,RandomForest,true,Undersampling,false,0.18705035971223,0.553191489361702,0.643308167467399,0.103082345882706,26,113,197,21,0.234042553191489
4,RandomForest,false,NONE,true,0.238938053097345,0.675,0.70990356083086,0.23268436093008,27,86,251,13,0.5
4,RandomForest,false,NONE,false,0.482758620689655,0.35,0.791246290801187,0.347613219094247,14,15,322,26,0.45
4,RandomForest,false,Oversampling,true,0.204545454545455,0.675,0.681713649851632,0.180495173531796,27,105,232,13,0.52
4,RandomForest,false,Oversampling,false,0.234567901234568,0.475,0.735051928783383,0.200475253596341,19,62,275,21,0.42
4,RandomForest,false,Smote,true,0.221374045801527,0.725,0.7111646884273,0.210902624705948,29,102,235,11,0.55
4,RandomForest,false,Smote,false,0.428571428571429,0.45,0.776186943620178,0.370617696160267,18,24,313,22,0.5
4,RandomForest,false,Undersampling,true,0.166666666666667,0.8,0.662611275964392,0.121602130256297,32,160,177,8,0.42
4,RandomForest,false,Undersampling,false,0.263736263736264,0.6,0.754117210682493,0.256869404137079,24,67,270,16,0.487179487179487
4,RandomForest,true,NONE,true,0.234782608695652,0.675,0.706936201780415,0.226627399207881,27,88,249,13,0.5
4,RandomForest,true,NONE,false,0.483870967741936,0.375,0.79477002967359,0.36356898752419,15,16,321,25,0.47
4,RandomForest,true,Oversampling,true,0.222222222222222,0.75,0.719213649851632,0.214227458087902,30,105,232,10,0.47
4,RandomForest,true,Oversampling,false,0.2625,0.525,0.743991097922849,0.242893923789907,21,59,278,19,0.42
4,RandomForest,true,Smote,true,0.236641221374046,0.775,0.739132047477745,0.238835275158835,31,100,237,9,0.5
4,RandomForest,true,Smote,false,0.425531914893617,0.5,0.79276706231454,0.389820586108337,20,27,310,20,0.5
4,RandomForest,true,Undersampling,true,0.173684210526316,0.825,0.679562314540059,0.135393651237589,33,157,180,7,0.4
4,RandomForest,true,Undersampling,false,0.25,0.575,0.767433234421365,0.235402320535798,23,69,268,17,0.45
5,RandomForest,false,NONE,true,0.288288288288288,0.615384615384615,0.697664452539104,0.266190553481578,32,79,280,20,0.442307692307692
5,RandomForest,false,NONE,false,0.739130434782609,0.326923076923077,0.795237840154275,0.407343579643372,17,6,353,35,0.480769230769231
5,RandomForest,false,Oversampling,true,0.25,0.673076923076923,0.690298907220913,0.220816757831924,35,105,254,17,0.461538461538462
5,RandomForest,false,Oversampling,false,0.343283582089552,0.442307692307692,0.762695521748447,0.284637943778165,23,44,315,29,0.326923076923077
5,RandomForest,false,Smote,true,0.288,0.692307692307692,0.722198414398971,0.27770431988217,36,89,270,16,0.5
5,RandomForest,false,Smote,false,0.633333333333333,0.365384615384615,0.780640668523677,0.408671767706494,19,11,348,33,0.519230769230769
5,RandomForest,false,Undersampling,true,0.202643171806167,0.884615384615385,0.690218555817442,0.15598335181911,46,181,178,6,0.384615384615385
5,RandomForest,false,Undersampling,false,0.339805825242718,0.673076923076923,0.793175487465181,0.340761987432302,35,68,291,17,0.5
5,RandomForest,true,NONE,true,0.307692307692308,0.615384615384615,0.707413756160274,0.290581613508443,32,72,287,20,0.442307692307692
5,RandomForest,true,NONE,false,0.6,0.230769230769231,0.773167988000857,0.282931084617622,12,8,351,40,0.480769230769231
5,RandomForest,true,Oversampling,true,0.259259259259259,0.673076923076923,0.697262695521748,0.234490663355461,35,100,259,17,0.461538461538462
5,RandomForest,true,Oversampling,false,0.311475409836066,0.365384615384615,0.724287550889222,0.231277587969775,19,42,317,33,0.384615384615385
5,RandomForest,true,Smote,true,0.285714285714286,0.692307692307692,0.720805656738804,0.274552902387851,36,90,269,16,0.480769230769231
5,RandomForest,true,Smote,false,0.592592592592593,0.307692307692308,0.798505463895436,0.348740770709012,16,11,348,36,0.461538461538462
5,RandomForest,true,Undersampling,true,0.203619909502262,0.865384615384615,0.687566959502893,0.156984498817516,45,176,183,7,0.384615384615385
5,RandomForest,true,Undersampling,false,0.333333333333333,0.673076923076923,0.779221127062353,0.332978902009066,35,70,289,17,0.480769230769231
6,RandomForest,false,NONE,true,0.226415094339623,0.6,0.693782383419689,0.222801399955321,24,82,304,16,0.423076923076923
6,RandomForest,false,NONE,false,0.464285714285714,0.325,0.754274611398964,0.330589643819216,13,15,371,27,0.45
6,RandomForest,false,Oversampling,true,0.222222222222222,0.75,0.738989637305699,0.231529411764706,30,105,281,10,0.52
6,RandomForest,false,Oversampling,false,0.357142857142857,0.625,0.779209844559585,0.380513814832768,25,45,341,15,0.45
6,RandomForest,false,Smote,true,0.222222222222222,0.6,0.69119170984456,0.217026907807676,24,84,302,16,0.42
6,RandomForest,false,Smote,false,0.369565217391304,0.425,0.759229274611399,0.327831047457216,17,29,357,23,0.42
6,RandomForest,false,Undersampling,true,0.155251141552511,0.85,0.685362694300518,0.12334346111578,34,185,201,6,0.45
6,RandomForest,false,Undersampling,false,0.239583333333333,0.575,0.765576424870466,0.237106017191977,23,73,313,17,0.42
6,RandomForest,true,NONE,true,0.219047619047619,0.575,0.681282383419689,0.209780775716695,23,82,304,17,0.45
6,RandomForest,true,NONE,false,0.44,0.275,0.763827720207254,0.286959906578435,11,14,372,29,0.45
6,RandomForest,true,Oversampling,true,0.2,0.675,0.697603626943005,0.191435294117647,27,108,278,13,0.6
6,RandomForest,true,Oversampling,false,0.328125,0.525,0.769430051813471,0.325949367088608,21,43,343,19,0.55
6,RandomForest,true,Smote,true,0.226415094339623,0.6,0.693782383419689,0.222801399955321,24,82,304,16,0.42
6,RandomForest,true,Smote,false,0.388888888888889,0.35,0.739378238341969,0.306753458096013,14,22,364,26,0.47
6,RandomForest,true,Undersampling,true,0.165094339622641,0.875,0.708225388601036,0.142269227365254,35,177,209,5,0.4
6,RandomForest,true,Undersampling,false,0.21875,0.525,0.769009067357513,0.203199617956065,21,75,311,19,0.42
